ID,Time,X0,X1,X2,X3,X4,X5,y
0,0,1.5907099493264951,-13.363418151715813,-12.682056548220302,42.774752901473235,-46.15028659708997,19.348746684760926,-4.741115110792874
0,1,36.589858953484395,36.9024162869778,-19.636975431161275,-32.809519060900584,17.165431355071135,2.0115974637952263,-0.31323682986184476
0,2,-29.460439250850122,9.422736089859448,-13.168897483258021,25.68382144733438,40.62924849287806,44.20888056551139,35.815536360702254
0,3,11.149407983416069,21.955965696886153,33.61778158238738,-24.04815283955678,35.29127485971205,-25.493891872049236,-8.848644757303651
0,4,20.13237379890049,4.684117350883234,20.604112478746174,-8.435558840326962,23.2378091906033,-34.69021627793764,-1.6019195883507846
0,5,-13.717147647342223,-34.55839758989393,23.647085018825848,-37.23335357980664,-24.44569954114073,-10.5540803885836,37.14035368865436
0,6,36.76649040105586,19.089918379593627,23.24983558651593,-32.96781229182897,-9.192270222121103,-34.00129808137737,-8.211176899961789
0,7,-49.46106073379194,25.581055707655466,32.60231242761617,37.356515052323786,18.81461585258586,-31.2872113177022,-11.62560555938077
0,8,20.986828550091317,-23.123970392131287,31.039912613502537,-23.493913292716073,27.04464203071521,-23.185178777047742,-36.71624119331594
0,9,46.110409630358745,2.707336932629481,-31.28219538205731,-34.70273081630568,-11.657134184735717,-3.908141373546094,-13.810791473010585
0,10,-18.8454887068228,15.258697489116074,-48.685514641565376,6.57300993239501,-28.738980156087912,-49.70414959496282,-68.85305972808057
0,11,-46.43594253221769,-10.610038375503116,-27.556087784348517,-23.86515372062471,22.106177779554557,-26.393474645375303,33.40156638262933
0,12,22.6400515503952,8.069036845732192,-24.471230542354615,-22.773484268767184,-25.756493311389463,24.57302032754201,-39.81488042001042
0,13,-44.36019003797873,-31.96928895019776,-1.8783058028699173,5.91983404725962,-28.32577945766247,-10.613615429544389,16.448875847939238
0,14,-26.03993029945155,23.85429184603767,-38.75344140735307,-20.192763605115072,29.71037440131701,-2.8114633343148654,6.382736100719153
0,15,11.928771929409734,28.054572184204517,28.76063412832228,42.916196056124164,33.32910117293247,44.917656719384965,50.43900540586818
0,16,-5.415296792339028,42.85596877892186,28.52928079825419,-21.554612340483224,-17.07520178802553,-45.21603223793714,-23.695980868326625
0,17,-8.807185119381622,14.09386175849167,-27.42755188047904,-37.07314150101845,-36.53017776567553,4.014377787862202,-31.436182202848006
0,18,-13.639068518265539,-26.20086857138073,-1.735529497855083,29.063030850093895,27.54235073090463,33.19559579028201,2.1599252063476255
0,19,6.9079895715911235,1.9128182833702994,-49.713820280168875,45.551389025158755,-0.7176929480044336,32.93428487062462,30.02360938352391
0,20,-30.39341850303108,-9.527284588886864,38.91266361632343,30.52014118695658,-19.212775203583465,28.130562063384957,47.01457196491312
0,21,-34.59739245715006,17.238052178746827,-31.417831107685746,21.42481494028108,-19.37063480299401,42.274071041033764,-23.573956510914137
0,22,0.897304901417094,34.193146724259975,8.94168765752761,-25.882833354424484,-13.61048089646821,12.124101247976725,-11.974515740260918
0,23,-24.419405331515133,9.862725383249185,-5.244798137250449,13.661188899104594,3.924368903853903,16.099286959901548,4.158171698396555
0,24,-45.490540658007426,17.51296304736087,49.16871991345295,34.61515919889115,-35.98327026575072,-38.12377728379334,-16.484944661901494
